#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
21,Spearow,Normal,Flying,262,43,68,22,29,33,67,1,False
114,Tangela,Grass,,435,59,53,113,105,42,63,1,False
41,Zubat,Poison,Flying,245,42,42,33,30,35,63,1,False
85,Dodrio,Normal,Flying,460,64,115,66,64,60,91,1,False
87,Dewgong,Water,Ice,475,88,66,88,69,102,62,1,False
21,Spearow,Normal,Flying,262,50,52,32,28,24,76,1,False
130,GyaradosMega Gyarados,Water,Dark,640,96,155,113,61,136,79,1,False
79,Slowpoke,Water,Psychic,315,84,75,63,40,40,13,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,108,144,71,195,122,140,1,True
9,Blastoise,Water,,530,89,75,100,90,101,75,1,False
34,Nidoking,Poison,Ground,505,88,95,79,75,76,92,1,False
65,AlakazamMega Alakazam,Psychic,,590,45,59,74,176,93,143,1,False
117,Seadra,Water,,440,56,73,98,100,32,81,1,False
6,Charizard,Fire,Flying,534,69,89,83,107,81,105,1,False
78,Rapidash,Fire,,500,55,105,64,86,78,112,1,False
134,Vaporeon,Water,,525,132,61,65,105,99,63,1,False
26,Raichu,Electric,,485,65,96,47,87,84,106,1,False
127,PinsirMega Pinsir,Bug,Flying,600,61,152,126,57,97,107,1,False
146,Moltres,Fire,Flying,580,95,95,98,118,94,80,1,True
62,Poliwrath,Water,Fighting,510,77,100,102,64,92,75,1,False
23,Ekans,Poison,,288,39,44,47,44,55,59,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,112,196,105,151,99,117,1,True
80,Slowbro,Water,Psychic,490,98,78,101,100,75,38,1,False
83,Farfetch'd,Normal,Flying,352,53,62,51,52,69,65,1,False
95,Onix,Rock,Ground,385,37,43,166,31,41,67,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,86,129,109,130,76,104,1,False
150,Mewtwo,Psychic,,680,100,110,89,158,89,134,1,True
93,Haunter,Ghost,Poison,405,48,55,31,116,56,99,1,False
44,Gloom,Grass,Poison,395,57,68,68,88,75,39,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,98,183,104,161,109,125,1,True
7,Squirtle,Water,,314,44,40,67,50,71,42,1,False
51,Dugtrio,Ground,,405,29,90,53,38,74,121,1,False
44,Gloom,Grass,Poison,395,61,55,64,91,83,41,1,False
29,Nidoran♀,Poison,,275,60,42,60,32,45,36,1,False
25,Pikachu,Electric,,320,40,64,31,53,43,89,1,False
7,Squirtle,Water,,314,53,39,59,53,64,46,1,False
12,Butterfree,Bug,Flying,395,58,38,62,87,83,67,1,False
118,Goldeen,Water,,320,40,75,68,28,44,65,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,88,138,84,75,82,148,1,False
48,Venonat,Bug,Poison,305,63,57,59,33,52,41,1,False
144,Articuno,Ice,Flying,580,88,85,107,94,124,82,1,True
147,Dratini,Dragon,,300,38,68,53,57,40,44,1,False
119,Seaking,Water,,450,86,82,73,59,85,65,1,False
48,Venonat,Bug,Poison,305,66,50,55,44,57,33,1,False
117,Seadra,Water,,440,58,55,102,101,41,83,1,False
102,Exeggcute,Grass,Psychic,325,58,42,74,51,55,45,1,False
57,Primeape,Fighting,,455,75,104,62,56,69,89,1,False
1,Bulbasaur,Grass,Poison,318,48,48,51,38,57,76,1,False
150,Mewtwo,Psychic,,680,108,107,92,154,91,128,1,True
22,Fearow,Normal,Flying,442,59,95,62,72,61,93,1,False
27,Sandshrew,Ground,,300,53,85,79,22,26,35,1,False
138,Omanyte,Rock,Water,355,42,42,106,78,60,27,1,False
140,Kabuto,Rock,Water,355,31,71,96,59,40,58,1,False
69,Bellsprout,Grass,Poison,300,53,65,32,75,39,36,1,False
42,Golbat,Poison,Flying,455,63,84,71,70,74,93,1,False
135,Jolteon,Electric,,525,61,58,55,119,96,136,1,False
108,Lickitung,Normal,,385,87,54,76,69,74,25,1,False
34,Nidoking,Poison,Ground,505,86,97,79,88,64,91,1,False
9,BlastoiseMega Blastoise,Water,,630,71,109,126,144,110,70,1,False
95,Onix,Rock,Ground,385,38,45,160,32,43,67,1,False
82,Magneton,Electric,Steel,465,42,66,87,122,76,72,1,False
115,Kangaskhan,Normal,,490,107,83,81,39,84,96,1,False
150,Mewtwo,Psychic,,680,110,103,97,150,90,130,1,True
105,Marowak,Ground,,425,64,72,104,52,82,51,1,False
96,Drowzee,Psychic,,328,61,43,51,36,95,42,1,False
78,Rapidash,Fire,,500,59,96,75,76,80,114,1,False
129,Magikarp,Water,,200,26,6,50,13,16,89,1,False
47,Parasect,Bug,Grass,405,59,90,91,62,78,25,1,False
18,Pidgeot,Normal,Flying,479,88,80,79,62,76,94,1,False
42,Golbat,Poison,Flying,455,72,79,67,71,75,91,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,105,188,101,160,107,119,1,True
127,PinsirMega Pinsir,Bug,Flying,600,62,152,125,67,81,113,1,False
26,Raichu,Electric,,485,58,96,59,95,80,97,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,85,132,88,73,89,148,1,False
55,Golduck,Water,,500,75,92,72,97,70,94,1,False
52,Meowth,Normal,,290,45,35,39,41,42,88,1,False
65,AlakazamMega Alakazam,Psychic,,590,49,51,53,181,100,156,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,82,126,85,78,97,147,1,False
70,Weepinbell,Grass,Poison,390,64,92,47,73,53,61,1,False
149,Dragonite,Dragon,Flying,600,93,140,89,101,90,87,1,False
60,Poliwag,Water,,300,35,56,30,44,45,90,1,False
146,Moltres,Fire,Flying,580,91,97,96,126,89,81,1,True
131,Lapras,Water,Ice,535,124,80,90,75,102,64,1,False
74,Geodude,Rock,Ground,300,44,79,88,33,31,25,1,False
6,Charizard,Fire,Flying,534,76,79,85,110,84,100,1,False
79,Slowpoke,Water,Psychic,315,92,61,65,34,42,21,1,False
42,Golbat,Poison,Flying,455,75,93,64,60,79,84,1,False
132,Ditto,Normal,,288,36,52,46,45,56,53,1,False
149,Dragonite,Dragon,Flying,600,99,132,85,99,102,83,1,False
38,Ninetales,Fire,,505,67,85,81,77,100,95,1,False
88,Grimer,Poison,,325,75,77,49,43,55,26,1,False
137,Porygon,Normal,,395,56,64,70,78,79,48,1,False
87,Dewgong,Water,Ice,475,83,70,88,67,104,63,1,False
102,Exeggcute,Grass,Psychic,325,55,32,86,54,51,47,1,False
4,Charmander,Fire,,309,36,57,49,63,39,65,1,False
144,Articuno,Ice,Flying,580,91,77,97,96,135,84,1,True
118,Goldeen,Water,,320,49,62,62,38,42,67,1,False
9,Blastoise,Water,,530,83,86,97,78,98,88,1,False
5,Charmeleon,Fire,,405,55,68,62,80,56,84,1,False
66,Machop,Fighting,,305,61,83,58,35,44,24,1,False
66,Machop,Fighting,,305,63,84,59,29,37,33,1,False
76,Golem,Rock,Ground,495,76,118,133,54,64,50,1,False
24,Arbok,Poison,,438,51,86,73,59,78,91,1,False
26,Raichu,Electric,,485,62,99,49,82,82,111,1,False
78,Rapidash,Fire,,500,65,104,77,80,71,103,1,False
97,Hypno,Psychic,,483,86,73,60,77,119,68,1,False
101,Electrode,Electric,,480,68,54,61,71,80,146,1,False
16,Pidgey,Normal,Flying,251,39,53,44,30,29,56,1,False
52,Meowth,Normal,,290,45,35,37,33,42,98,1,False
104,Cubone,Ground,,320,45,55,96,35,45,44,1,False
132,Ditto,Normal,,288,42,58,46,43,53,46,1,False
78,Rapidash,Fire,,500,55,109,68,84,76,108,1,False
94,Gengar,Ghost,Poison,500,64,58,66,135,69,108,1,False
145,Zapdos,Electric,Flying,580,97,96,87,119,86,95,1,True
18,PidgeotMega Pidgeot,Normal,Flying,579,74,81,77,136,88,123,1,False
107,Hitmonchan,Fighting,,455,56,96,69,42,116,76,1,False
61,Poliwhirl,Water,,385,66,59,64,55,56,85,1,False
136,Flareon,Fire,,525,61,124,66,104,102,68,1,False
94,Gengar,Ghost,Poison,500,69,60,56,124,81,110,1,False
39,Jigglypuff,Normal,Fairy,270,127,48,14,43,21,17,1,False
149,Dragonite,Dragon,Flying,600,90,138,93,106,97,76,1,False
26,Raichu,Electric,,485,58,83,61,105,74,104,1,False
111,Rhyhorn,Ground,Rock,345,79,79,100,20,33,34,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,89,130,77,63,98,158,1,False
82,Magneton,Electric,Steel,465,43,59,90,125,74,74,1,False
10,Caterpie,Bug,,195,52,37,35,16,21,34,1,False
75,Graveler,Rock,Ground,390,52,101,117,45,45,30,1,False
65,Alakazam,Psychic,,500,58,52,46,136,86,122,1,False
101,Electrode,Electric,,480,65,40,75,81,86,133,1,False
91,Cloyster,Water,Ice,525,48,92,183,88,37,77,1,False
117,Seadra,Water,,440,59,76,88,88,37,92,1,False
83,Farfetch'd,Normal,Flying,352,56,71,60,57,50,58,1,False
27,Sandshrew,Ground,,300,59,71,90,19,22,39,1,False
151,Mew,Psychic,,600,103,97,89,99,108,104,1,False
111,Rhyhorn,Ground,Rock,345,83,78,101,30,36,17,1,False
120,Staryu,Water,,340,33,51,44,67,64,81,1,False
144,Articuno,Ice,Flying,580,92,81,102,95,130,80,1,True
90,Shellder,Water,,305,26,63,97,43,28,48,1,False
137,Porygon,Normal,,395,57,60,74,79,84,41,1,False
19,Rattata,Normal,,253,23,52,45,17,31,85,1,False
85,Dodrio,Normal,Flying,460,67,108,69,51,66,99,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,103,69,185,128,82,23,1,False
134,Vaporeon,Water,,525,136,65,53,106,105,60,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,73,97,77,153,123,111,1,False
70,Weepinbell,Grass,Poison,390,60,88,53,89,51,49,1,False
92,Gastly,Ghost,Poison,310,28,43,29,100,37,73,1,False
63,Abra,Psychic,,310,15,12,22,108,59,94,1,False
114,Tangela,Grass,,435,72,50,120,100,48,45,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,105,194,95,164,93,129,1,True
139,Omastar,Rock,Water,495,76,64,117,122,62,54,1,False
130,GyaradosMega Gyarados,Water,Dark,640,97,156,103,72,135,77,1,False
27,Sandshrew,Ground,,300,57,79,86,16,24,38,1,False
82,Magneton,Electric,Steel,465,54,49,97,122,72,71,1,False
116,Horsea,Water,,295,43,34,70,76,21,51,1,False
7,Squirtle,Water,,314,48,41,68,45,59,53,1,False
52,Meowth,Normal,,290,49,45,36,46,32,82,1,False
25,Pikachu,Electric,,320,38,51,46,60,39,86,1,False
101,Electrode,Electric,,480,53,46,77,85,89,130,1,False
129,Magikarp,Water,,200,10,14,57,20,21,78,1,False
89,Muk,Poison,,500,99,108,67,73,112,41,1,False
140,Kabuto,Rock,Water,355,21,80,83,62,44,65,1,False
7,Squirtle,Water,,314,49,37,64,53,71,40,1,False
135,Jolteon,Electric,,525,67,63,64,100,98,133,1,False
108,Lickitung,Normal,,385,91,54,81,57,68,34,1,False
11,Metapod,Bug,,205,53,10,55,34,27,26,1,False
33,Nidorino,Poison,,365,59,81,52,60,49,64,1,False
16,Pidgey,Normal,Flying,251,42,51,32,37,30,59,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,79,94,84,157,121,99,1,False
8,Wartortle,Water,,405,55,64,82,69,77,58,1,False
36,Clefable,Fairy,,483,98,63,79,93,90,60,1,False
106,Hitmonlee,Fighting,,455,45,107,56,37,117,93,1,False
65,Alakazam,Psychic,,500,56,41,50,136,90,127,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,87,84,177,121,85,36,1,False
78,Rapidash,Fire,,500,57,97,74,76,80,116,1,False
149,Dragonite,Dragon,Flying,600,82,135,105,98,105,75,1,False
79,Slowpoke,Water,Psychic,315,87,55,70,43,40,20,1,False
149,Dragonite,Dragon,Flying,600,103,127,97,102,95,76,1,False
52,Meowth,Normal,,290,44,49,31,45,41,80,1,False
77,Ponyta,Fire,,410,46,87,51,71,59,96,1,False
113,Chansey,Normal,,450,243,12,0,42,105,48,1,False
80,Slowbro,Water,Psychic,490,102,71,110,100,75,32,1,False
37,Vulpix,Fire,,299,43,34,30,52,74,66,1,False
73,Tentacruel,Water,Poison,515,87,76,67,72,114,99,1,False
105,Marowak,Ground,,425,60,80,121,48,75,41,1,False
27,Sandshrew,Ground,,300,45,83,92,16,28,36,1,False
1,Bulbasaur,Grass,Poison,318,42,51,42,76,68,39,1,False
100,Voltorb,Electric,,330,49,22,58,44,64,93,1,False
29,Nidoran♀,Poison,,275,55,54,54,32,37,43,1,False
138,Omanyte,Rock,Water,355,32,39,99,93,58,34,1,False
75,Graveler,Rock,Ground,390,46,104,118,49,43,30,1,False
59,Arcanine,Fire,,555,94,120,74,109,72,86,1,False
145,Zapdos,Electric,Flying,580,84,83,88,130,97,98,1,True
115,Kangaskhan,Normal,,490,99,94,81,42,81,93,1,False
70,Weepinbell,Grass,Poison,390,65,95,54,80,48,48,1,False
85,Dodrio,Normal,Flying,460,66,100,66,68,60,100,1,False
51,Dugtrio,Ground,,405,25,87,54,59,61,119,1,False
148,Dragonair,Dragon,,420,61,88,60,74,78,59,1,False
75,Graveler,Rock,Ground,390,49,101,119,44,52,25,1,False
92,Gastly,Ghost,Poison,310,21,35,36,104,41,73,1,False
28,Sandslash,Ground,,450,81,107,117,41,49,55,1,False
29,Nidoran♀,Poison,,275,52,51,59,35,31,47,1,False
57,Primeape,Fighting,,455,60,100,67,65,72,91,1,False
12,Butterfree,Bug,Flying,395,62,51,48,87,80,67,1,False
27,Sandshrew,Ground,,300,58,83,73,25,28,33,1,False
65,Alakazam,Psychic,,500,48,54,51,142,93,112,1,False
67,Machoke,Fighting,,405,72,94,77,48,60,54,1,False
30,Nidorina,Poison,,365,77,62,77,51,51,47,1,False
59,Arcanine,Fire,,555,87,113,85,102,81,87,1,False
81,Magnemite,Electric,Steel,325,19,47,80,89,50,40,1,False
43,Oddish,Grass,Poison,320,50,52,55,68,67,28,1,False
124,Jynx,Ice,Psychic,455,67,49,38,112,99,90,1,False
125,Electabuzz,Electric,,490,62,77,50,99,88,114,1,False
60,Poliwag,Water,,300,41,43,45,46,41,84,1,False
65,AlakazamMega Alakazam,Psychic,,590,61,60,60,169,95,145,1,False
65,AlakazamMega Alakazam,Psychic,,590,52,51,61,178,93,155,1,False
103,Exeggutor,Grass,Psychic,520,89,90,88,132,68,53,1,False
68,Machamp,Fighting,,505,87,139,79,62,89,49,1,False
94,GengarMega Gengar,Ghost,Poison,600,62,58,73,177,93,137,1,False
70,Weepinbell,Grass,Poison,390,59,91,52,80,43,65,1,False
77,Ponyta,Fire,,410,59,80,51,66,60,94,1,False
62,Poliwrath,Water,Fighting,510,80,95,100,63,95,77,1,False
149,Dragonite,Dragon,Flying,600,93,124,102,104,97,80,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,99,144,76,196,125,140,1,True
76,Golem,Rock,Ground,495,75,120,126,52,70,52,1,False
47,Parasect,Bug,Grass,405,64,90,86,57,73,35,1,False
34,Nidoking,Poison,Ground,505,76,107,74,80,79,89,1,False
125,Electabuzz,Electric,,490,59,81,55,98,95,102,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,76,137,78,78,105,141,1,False
73,Tentacruel,Water,Poison,515,77,77,59,78,114,110,1,False
121,Starmie,Water,Psychic,520,62,78,78,105,86,111,1,False
127,PinsirMega Pinsir,Bug,Flying,600,65,153,116,67,95,104,1,False
122,Mr. Mime,Psychic,Fairy,460,41,45,64,100,115,95,1,False
83,Farfetch'd,Normal,Flying,352,52,61,56,57,58,68,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,99,73,179,139,77,23,1,False
54,Psyduck,Water,,320,48,51,44,63,57,57,1,False
119,Seaking,Water,,450,81,99,55,56,86,73,1,False
47,Parasect,Bug,Grass,405,68,90,83,53,77,34,1,False
22,Fearow,Normal,Flying,442,65,90,58,59,75,95,1,False
77,Ponyta,Fire,,410,55,77,51,71,64,92,1,False
129,Magikarp,Water,,200,8,14,57,16,27,78,1,False
147,Dratini,Dragon,,300,35,61,55,43,49,57,1,False
117,Seadra,Water,,440,54,57,97,91,57,84,1,False
80,Slowbro,Water,Psychic,490,99,73,110,102,85,21,1,False
89,Muk,Poison,,500,97,99,80,58,105,61,1,False
4,Charmander,Fire,,309,46,54,36,59,44,70,1,False
46,Paras,Bug,Grass,285,34,75,55,39,60,22,1,False
23,Ekans,Poison,,288,33,54,48,46,52,55,1,False
129,Magikarp,Water,,200,15,14,57,13,21,80,1,False
38,Ninetales,Fire,,505,84,72,74,77,99,99,1,False
68,Machamp,Fighting,,505,88,135,70,69,91,52,1,False
135,Jolteon,Electric,,525,73,57,66,108,85,136,1,False
87,Dewgong,Water,Ice,475,80,74,75,74,102,70,1,False
46,Paras,Bug,Grass,285,30,62,61,52,53,27,1,False
8,Wartortle,Water,,405,50,69,79,75,79,53,1,False
15,Beedrill,Bug,Poison,395,64,94,30,36,87,84,1,False
131,Lapras,Water,Ice,535,128,77,81,88,102,59,1,False
38,Ninetales,Fire,,505,67,73,78,88,102,97,1,False
15,Beedrill,Bug,Poison,395,57,94,36,44,87,77,1,False
130,GyaradosMega Gyarados,Water,Dark,640,96,145,110,73,136,80,1,False
147,Dratini,Dragon,,300,34,65,46,61,49,45,1,False
46,Paras,Bug,Grass,285,27,75,55,48,64,16,1,False
125,Electabuzz,Electric,,490,57,87,58,90,84,114,1,False
68,Machamp,Fighting,,505,91,138,79,67,76,54,1,False
124,Jynx,Ice,Psychic,455,62,53,34,113,102,91,1,False
43,Oddish,Grass,Poison,320,35,57,60,75,64,29,1,False
72,Tentacool,Water,Poison,335,34,34,36,58,102,71,1,False
128,Tauros,Normal,,490,76,104,107,36,61,106,1,False
87,Dewgong,Water,Ice,475,87,65,83,71,98,71,1,False
127,PinsirMega Pinsir,Bug,Flying,600,59,162,119,58,97,105,1,False
99,Kingler,Water,,475,61,137,106,55,39,77,1,False
35,Clefairy,Fairy,,323,67,43,55,61,66,31,1,False
80,Slowbro,Water,Psychic,490,96,83,109,95,82,25,1,False
114,Tangela,Grass,,435,73,58,121,92,31,60,1,False
20,Raticate,Normal,,413,48,82,55,55,74,99,1,False
143,Snorlax,Normal,,540,160,118,66,58,112,26,1,False
143,Snorlax,Normal,,540,164,102,55,67,116,36,1,False
137,Porygon,Normal,,395,71,59,70,88,71,36,1,False
33,Nidorino,Poison,,365,57,64,58,59,54,73,1,False
86,Seel,Water,,325,59,47,48,56,75,40,1,False
8,Wartortle,Water,,405,56,60,85,66,74,64,1,False
101,Electrode,Electric,,480,65,41,69,89,80,136,1,False
142,Aerodactyl,Rock,Flying,515,85,110,55,65,70,130,1,False
96,Drowzee,Psychic,,328,51,48,56,35,94,44,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,85,139,86,67,97,141,1,False
105,Marowak,Ground,,425,61,81,114,45,82,42,1,False
82,Magneton,Electric,Steel,465,44,63,99,123,64,72,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,66,145,46,10,79,149,1,False
108,Lickitung,Normal,,385,97,45,65,70,81,27,1,False
16,Pidgey,Normal,Flying,251,41,44,45,39,27,55,1,False
78,Rapidash,Fire,,500,61,111,63,75,84,106,1,False
15,Beedrill,Bug,Poison,395,69,92,33,44,81,76,1,False
123,Scyther,Bug,Flying,500,67,106,89,54,74,110,1,False
70,Weepinbell,Grass,Poison,390,73,83,42,94,53,45,1,False
53,Persian,Normal,,440,63,77,65,68,58,109,1,False
144,Articuno,Ice,Flying,580,81,94,106,100,119,80,1,True
68,Machamp,Fighting,,505,87,133,84,71,78,52,1,False
125,Electabuzz,Electric,,490,60,87,60,103,89,91,1,False
94,GengarMega Gengar,Ghost,Poison,600,58,59,73,165,104,141,1,False
52,Meowth,Normal,,290,45,55,28,42,32,88,1,False
63,Abra,Psychic,,310,35,12,12,113,50,88,1,False
119,Seaking,Water,,450,89,88,63,64,81,65,1,False
3,Venusaur,Grass,Poison,525,73,82,82,104,101,83,1,False
95,Onix,Rock,Ground,385,36,49,152,30,44,74,1,False
54,Psyduck,Water,,320,56,42,41,74,58,49,1,False
143,Snorlax,Normal,,540,152,111,59,77,108,33,1,False
19,Rattata,Normal,,253,26,52,39,27,39,70,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,71,146,42,23,80,133,1,False
103,Exeggutor,Grass,Psychic,520,104,96,90,126,61,43,1,False
33,Nidorino,Poison,,365,68,80,50,47,54,66,1,False
105,Marowak,Ground,,425,59,80,106,42,91,47,1,False
34,Nidoking,Poison,Ground,505,85,96,73,92,78,81,1,False
48,Venonat,Bug,Poison,305,66,50,44,43,62,40,1,False
38,Ninetales,Fire,,505,74,73,83,79,99,97,1,False
13,Weedle,Bug,Poison,195,45,32,27,20,21,50,1,False
128,Tauros,Normal,,490,80,107,97,29,74,103,1,False
109,Koffing,Poison,,340,38,62,86,70,50,34,1,False
45,Vileplume,Grass,Poison,490,69,76,87,118,90,50,1,False
58,Growlithe,Fire,,350,54,64,43,63,59,67,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,90,71,84,130,84,120,1,False
35,Clefairy,Fairy,,323,65,50,51,55,64,38,1,False
107,Hitmonchan,Fighting,,455,53,109,83,25,106,79,1,False
44,Gloom,Grass,Poison,395,58,64,70,80,71,52,1,False
92,Gastly,Ghost,Poison,310,25,36,34,105,29,81,1,False
8,Wartortle,Water,,405,52,72,74,61,82,64,1,False
6,Charizard,Fire,Flying,534,84,81,75,99,92,103,1,False
72,Tentacool,Water,Poison,335,45,41,39,53,91,66,1,False
128,Tauros,Normal,,490,73,96,87,50,73,111,1,False
114,Tangela,Grass,,435,75,49,115,108,33,55,1,False
30,Nidorina,Poison,,365,72,57,77,50,44,65,1,False
69,Bellsprout,Grass,Poison,300,59,71,29,70,23,48,1,False
51,Dugtrio,Ground,,405,32,84,38,53,71,127,1,False
121,Starmie,Water,Psychic,520,66,78,78,92,95,111,1,False
46,Paras,Bug,Grass,285,36,73,56,38,55,27,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,66,142,94,73,94,146,1,False
73,Tentacruel,Water,Poison,515,67,70,68,78,130,102,1,False
90,Shellder,Water,,305,36,65,91,42,24,47,1,False
145,Zapdos,Electric,Flying,580,92,97,85,129,83,94,1,True
104,Cubone,Ground,,320,56,43,87,49,52,33,1,False
2,Ivysaur,Grass,Poison,405,58,60,67,88,71,61,1,False
33,Nidorino,Poison,,365,60,72,64,51,49,69,1,False
118,Goldeen,Water,,320,39,68,53,35,62,63,1,False
67,Machoke,Fighting,,405,84,90,68,54,62,47,1,False
139,Omastar,Rock,Water,495,67,70,119,124,64,51,1,False
64,Kadabra,Psychic,,400,39,31,35,127,68,100,1,False
98,Krabby,Water,,325,33,100,84,23,31,54,1,False
63,Abra,Psychic,,310,22,25,26,100,54,83,1,False
136,Flareon,Fire,,525,64,120,53,98,117,73,1,False
121,Starmie,Water,Psychic,520,66,69,86,96,91,112,1,False
130,Gyarados,Water,Flying,540,95,124,69,61,103,88,1,False
94,Gengar,Ghost,Poison,500,48,71,61,120,82,118,1,False
9,Blastoise,Water,,530,75,90,95,81,110,79,1,False
95,Onix,Rock,Ground,385,32,49,151,37,53,63,1,False
110,Weezing,Poison,,490,70,89,116,81,70,64,1,False
25,Pikachu,Electric,,320,29,48,49,48,53,93,1,False
113,Chansey,Normal,,450,253,4,10,37,106,40,1,False
59,Arcanine,Fire,,555,90,107,76,104,83,95,1,False
102,Exeggcute,Grass,Psychic,325,65,31,82,54,53,40,1,False
133,Eevee,Normal,,325,65,63,43,45,56,53,1,False
95,Onix,Rock,Ground,385,30,51,161,26,45,72,1,False
27,Sandshrew,Ground,,300,52,67,96,18,25,42,1,False
148,Dragonair,Dragon,,420,67,88,63,63,73,66,1,False
70,Weepinbell,Grass,Poison,390,75,86,46,91,37,55,1,False
132,Ditto,Normal,,288,54,52,43,53,40,46,1,False
58,Growlithe,Fire,,350,53,67,47,65,58,60,1,False
87,Dewgong,Water,Ice,475,96,62,81,71,89,76,1,False
23,Ekans,Poison,,288,36,60,48,43,53,48,1,False
150,Mewtwo,Psychic,,680,102,116,94,159,85,124,1,True
127,PinsirMega Pinsir,Bug,Flying,600,69,147,122,68,83,111,1,False
139,Omastar,Rock,Water,495,70,54,124,118,77,52,1,False
7,Squirtle,Water,,314,50,42,59,58,59,46,1,False
83,Farfetch'd,Normal,Flying,352,48,59,50,64,65,66,1,False
43,Oddish,Grass,Poison,320,40,55,54,89,58,24,1,False
127,Pinsir,Bug,,500,74,134,92,48,74,78,1,False
94,Gengar,Ghost,Poison,500,66,55,62,132,80,105,1,False
118,Goldeen,Water,,320,39,75,52,37,56,61,1,False
49,Venomoth,Bug,Poison,450,63,59,69,95,65,99,1,False
18,Pidgeot,Normal,Flying,479,78,75,73,68,78,107,1,False
134,Vaporeon,Water,,525,130,53,61,116,94,71,1,False
32,Nidoran♂,Poison,,273,47,62,33,44,29,58,1,False
107,Hitmonchan,Fighting,,455,53,99,73,38,118,74,1,False
2,Ivysaur,Grass,Poison,405,56,58,62,82,87,60,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,89,71,87,132,85,115,1,False
54,Psyduck,Water,,320,58,46,41,68,48,59,1,False
108,Lickitung,Normal,,385,98,55,73,63,69,27,1,False
42,Golbat,Poison,Flying,455,77,79,70,65,82,82,1,False
55,Golduck,Water,,500,73,81,80,100,74,92,1,False
113,Chansey,Normal,,450,255,1,2,31,113,48,1,False
131,Lapras,Water,Ice,535,138,93,69,78,93,64,1,False
69,Bellsprout,Grass,Poison,300,54,71,28,73,36,38,1,False
111,Rhyhorn,Ground,Rock,345,88,82,92,40,22,21,1,False
33,Nidorino,Poison,,365,55,71,59,60,56,64,1,False
78,Rapidash,Fire,,500,59,106,65,85,87,98,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,69,135,120,123,79,108,1,False
134,Vaporeon,Water,,525,129,65,58,115,92,66,1,False
146,Moltres,Fire,Flying,580,90,99,80,127,81,103,1,True
98,Krabby,Water,,325,22,109,90,28,21,55,1,False
68,Machamp,Fighting,,505,96,133,89,64,79,44,1,False
